source,target,relationship,followers,platform,layanan
indihome,@retaypram,mention,0,twitter,IndiHome
salsabilla98996,@indihome,mention,0,twitter,IndiHome
salsabilla98996,@telkomjabar,mention,0,twitter,IndiHome
lumwmw,@indihome,mention,0,twitter,IndiHome
pluviophile___1,@indihome,mention,0,twitter,IndiHome
fullofsexiness,@indihome,mention,0,twitter,IndiHome
indihome,@fullofsexiness,mention,0,twitter,IndiHome
indihome,@ingelstelungs,mention,0,twitter,IndiHome
febybdn,@pinkswaan,mention,0,twitter,IndiHome
ingelstelungs,@indihome,mention,0,twitter,IndiHome
dprihati06,@candrabuhori,mention,0,twitter,IndiHome
dprihati06,@gnfi,mention,0,twitter,IndiHome
ardonnurdin,@indihome,mention,0,twitter,IndiHome
ardonnurdin,@indihomecare,mention,0,twitter,IndiHome
indihome,@humaiidi,mention,0,twitter,IndiHome
kfcias,@indihome,mention,0,twitter,IndiHome
indihome,@__yyaya__,mention,0,twitter,IndiHome
indihome,@kfcias,mention,0,twitter,IndiHome
bertabahkayl,@indihome,mention,0,twitter,IndiHome
humaiidi,@agandrn,mention,0,twitter,IndiHome
humaiidi,@txtdarikalsel,mention,0,twitter,IndiHome
sailingers,@indihome,mention,0,twitter,IndiHome
nayf0n,@sft07yujin,mention,0,twitter,IndiHome
cinnamqnsugar,@indihome,mention,0,twitter,IndiHome
ohyulsie,@indihome,mention,0,twitter,IndiHome
suwartosuryanto,@indihome,mention,0,twitter,IndiHome
loveidovie,@indihome,mention,0,twitter,IndiHome
ciecie_ambis,@indihome,mention,0,twitter,IndiHome
btcfrogger,@bbotakkkk,mention,0,twitter,IndiHome
btcfrogger,@starlink,mention,0,twitter,IndiHome
btcfrogger,@indihome,mention,0,twitter,IndiHome
bbotakkkk,@starlink,mention,0,twitter,IndiHome
bbotakkkk,@indihome,mention,0,twitter,IndiHome
indihome,@upilhoshi,mention,0,twitter,IndiHome
fioniq,@indihome,mention,0,twitter,IndiHome
fioniq,@indihomecare,mention,0,twitter,IndiHome
mahartanjung,@indihomecare,mention,0,twitter,IndiHome
y4hisokaa,@indihomecare,mention,0,twitter,IndiHome
indihome,@nobleguine34791,mention,0,twitter,IndiHome
indihome,@newcod622938,mention,0,twitter,IndiHome
indihome,@finch_grea10750,mention,0,twitter,IndiHome
indihome,@depinkorchids,mention,0,twitter,IndiHome
indihome,@catchosh,mention,0,twitter,IndiHome
indihome,@targaryenllll,mention,0,twitter,IndiHome
indihome,@d8nhill,mention,0,twitter,IndiHome
indihome,@nayydumpie,mention,0,twitter,IndiHome
kemenhamri,@cryptowaveid,mention,0,twitter,IndiHome
kemenhamri,@indihomecare,mention,0,twitter,IndiHome
viaaespa,@indihome,mention,0,twitter,IndiHome
rahvvana,@humansnocontext,mention,0,twitter,IndiHome
rahvvana,@urpersonalhades,mention,0,twitter,IndiHome
nanovi1101,@indihome,mention,0,twitter,IndiHome
jaeyongusername,@indihome,mention,0,twitter,IndiHome
5758majumapan_,@indihome,mention,0,twitter,IndiHome
mchrisandys,@indihome,mention,0,twitter,IndiHome
raafairyy,@indihome,mention,0,twitter,IndiHome
indihome,@pardo_aganis,mention,0,twitter,IndiHome
indihome,@soullyyou,mention,0,twitter,IndiHome
indihome,@shazhimiii,mention,0,twitter,IndiHome
fhagile,@indihome,mention,0,twitter,IndiHome
indihome,@pmite19053,mention,0,twitter,IndiHome
asyi_i,@laklakangajah,mention,0,twitter,IndiHome
asyi_i,@indopopbase,mention,0,twitter,IndiHome
soullyyou,@indihomecare,mention,0,twitter,IndiHome
telkomsel,@rizky_firha,mention,0,twitter,IndiHome
telkomsel,@indihomecare,mention,0,twitter,IndiHome
pardo_aganis,@indihome,mention,0,twitter,IndiHome
pardo_aganis,@indihomecare,mention,0,twitter,IndiHome
rizky_firha,@telkomsel,mention,0,twitter,IndiHome
rizky_firha,@indihome,mention,0,twitter,IndiHome
rizky_firha,@indihomecare,mention,0,twitter,IndiHome
creamybruleee,@txxcaiok,mention,0,twitter,IndiHome
creamybruleee,@indihome,mention,0,twitter,IndiHome
creamybruleee,@indihomecare,mention,0,twitter,IndiHome
indihome,@pigeontoug74063,mention,0,twitter,IndiHome
indihome,@yoonclhae,mention,0,twitter,IndiHome
telkomsel,@nursangadah171,mention,0,twitter,IndiHome
telkomsel,@xxgnnjrrs,mention,0,twitter,IndiHome
indihome,@barsstwn,mention,0,twitter,IndiHome
indihome,@widjaya_markus,mention,0,twitter,IndiHome
martiamour,@indihome,mention,0,twitter,IndiHome
indihome,@97valb,mention,0,twitter,IndiHome
indihome,@satepadangterus,mention,0,twitter,IndiHome
indihome,@sailingers,mention,0,twitter,IndiHome
mr_pangestu07,@indihome,mention,0,twitter,IndiHome
weirdposer,@indihome,mention,0,twitter,IndiHome
foxiejoewi,@indihome,mention,0,twitter,IndiHome
__yyaya__,@indihomecare,mention,0,twitter,IndiHome
__yyaya__,@indihome,mention,0,twitter,IndiHome
chairiindani,@indihome,mention,0,twitter,IndiHome
kvnbhgs,@indihome,mention,0,twitter,IndiHome
hyumjaes,@indihome,mention,0,twitter,IndiHome
rengga_agitama,@indihome,mention,0,twitter,IndiHome
https_101angie,@indihome,mention,0,twitter,IndiHome
hhmmm_akusiapa,@indihome,mention,0,twitter,IndiHome
tanjirovanjiro,@indihome,mention,0,twitter,IndiHome
hrvrddd,@indihomecare,mention,0,twitter,IndiHome
andi_achilles,@kompascom,mention,0,twitter,IndiHome
andi_achilles,@indihome,mention,0,twitter,IndiHome
celesteglhf,@indihome,mention,0,twitter,IndiHome
telkomsel,@pianritonga,mention,0,twitter,IndiHome
indihome,@anestesian,mention,0,twitter,IndiHome
https_101angie,@indihomecare,mention,0,twitter,IndiHome
telkomsel,@christinusd,mention,0,twitter,IndiHome
januaru,@indihome,mention,0,twitter,IndiHome
gishvagran31887,@indihome,mention,0,twitter,IndiHome
indihome,@psiagani23,mention,0,twitter,IndiHome
christinusd,@indihome,mention,0,twitter,IndiHome
telkomsel,@_alkausarr,mention,0,twitter,IndiHome
indihome,@aboutmrkk,mention,0,twitter,IndiHome
artins51,@thenmustslamet,mention,0,twitter,IndiHome
artins51,@kompascom,mention,0,twitter,IndiHome
artins51,@indihome,mention,0,twitter,IndiHome
indihome,@tanjirovanjiro,mention,0,twitter,IndiHome
indihome,@mhdraa_,mention,0,twitter,IndiHome
indihome,@altramilk,mention,0,twitter,IndiHome
iqbalandae,@indihome,mention,0,twitter,IndiHome
indihome,@https_101angie,mention,0,twitter,IndiHome
kumaragdr_,@indihome,mention,0,twitter,IndiHome
nadiah_della,@ayangnyakamuu_,mention,0,twitter,IndiHome
xwx_17,@indihome,mention,0,twitter,IndiHome
ahmdtybr,@indihome,mention,0,twitter,IndiHome
indihome,@jeonckddnjs,mention,0,twitter,IndiHome
retaypram,@indihome,mention,0,twitter,IndiHome
retaypram,@indihomecare,mention,0,twitter,IndiHome
indihome,@vipbyadit,mention,0,twitter,IndiHome
aku_unko,@indihome,mention,0,twitter,IndiHome
nezlase,@indihome,mention,0,twitter,IndiHome
dickikhs,@indihome,mention,0,twitter,IndiHome
telkomsel,@smixki,mention,0,twitter,IndiHome
dysq224499,@indihome,mention,0,twitter,IndiHome
hfzmln,@indihome,mention,0,twitter,IndiHome
justforvan_ka,@indihome,mention,0,twitter,IndiHome
pianritonga,@telkomsel,mention,0,twitter,IndiHome
pianritonga,@indihome,mention,0,twitter,IndiHome
pianritonga,@indihomecare,mention,0,twitter,IndiHome
sosisbasoo,@indihome,mention,0,twitter,IndiHome
seorxi,@indihome,mention,0,twitter,IndiHome
aphroditeeas,@indihome,mention,0,twitter,IndiHome
jooyeonniem,@anoymou964457,mention,0,twitter,IndiHome
jooyeonniem,@indihome,mention,0,twitter,IndiHome
jooyeonniem,@indihomecare,mention,0,twitter,IndiHome
yncros,@wisdom_hq,mention,0,twitter,IndiHome
indihome,@hesti_loyal,mention,0,twitter,IndiHome
solihinpriok,@telkomindonesia,mention,0,twitter,IndiHome
solihinpriok,@jakutnewscom,mention,0,twitter,IndiHome
solihinpriok,@ylki_id,mention,0,twitter,IndiHome
fullofsexiness,@indihomecare,mention,0,twitter,IndiHome
hesti_loyal,@indihome,mention,0,twitter,IndiHome
indihome,@pebzna,mention,0,twitter,IndiHome
kejepitjedor,@indihome,mention,0,twitter,IndiHome
indihome,@kejepitjedor,mention,0,twitter,IndiHome
sangwonketoprak,@siaonshine,mention,0,twitter,IndiHome
andi_achilles,@indopopbase,mention,0,twitter,IndiHome
telkomsel,@sexyjeno1,mention,0,twitter,IndiHome
skyzizc,@indihome,mention,0,twitter,IndiHome
ahmdtybr,@tanyakanrl,mention,0,twitter,IndiHome
sexyjeno1,@telkomsel,mention,0,twitter,IndiHome
sexyjeno1,@indihomecare,mention,0,twitter,IndiHome
sexyjeno1,@indihome,mention,0,twitter,IndiHome
adituruu,@indihome,mention,0,twitter,IndiHome
akashadi_,@indihome,mention,0,twitter,IndiHome
vibecatcoincto,@susipudjiastuti,mention,0,twitter,IndiHome
wjhxxhui,@indihome,mention,0,twitter,IndiHome
telkomsel,@jenoo_nono,mention,0,twitter,IndiHome
ryncalissa,@indihome,mention,0,twitter,IndiHome
indihome,@hrvrddd,mention,0,twitter,IndiHome
roseavene,@indihome,mention,0,twitter,IndiHome
sintiaaxzy_,@indihome,mention,0,twitter,IndiHome
sintiaaxzy_,@luouha,mention,0,twitter,IndiHome
indihome,@littlehoongci,mention,0,twitter,IndiHome
uyujins,@indihome,mention,0,twitter,IndiHome
takterlaluwaras,@wisdom_hq,mention,0,twitter,IndiHome
rachaerinjiyong,@indihomecare,mention,0,twitter,IndiHome
sweetsuittt,@indihome,mention,0,twitter,IndiHome
indihome,@haemyangie,mention,0,twitter,IndiHome
telkomsel,@strivewriter,mention,0,twitter,IndiHome
twivex01,@indihomecare,mention,0,twitter,IndiHome
browniesweetiee,@indihome,mention,0,twitter,IndiHome
widjaya_markus,@indihome,mention,0,twitter,IndiHome
pinkswaan,@indihome,mention,0,twitter,IndiHome
indihome,@mayafeeeee,mention,0,twitter,IndiHome
indihome,@patarnotstar,mention,0,twitter,IndiHome
valeraiu,@indihome,mention,0,twitter,IndiHome
oreoreorel,@indihome,mention,0,twitter,IndiHome
indihome,@rayhan_nj,mention,0,twitter,IndiHome
indihome,@limfosith,mention,0,twitter,IndiHome
vibecatcoincto,@indihome,mention,0,twitter,IndiHome
rayhan_nj,@indihomecare,mention,0,twitter,IndiHome
rayhan_nj,@indihome,mention,0,twitter,IndiHome
calmdownhunny,@indopopbase,mention,0,twitter,IndiHome
indihome,@bee_itaren,mention,0,twitter,IndiHome
inkyunklas24,@indihomecare,mention,0,twitter,IndiHome
inkyunklas24,@indihome,mention,0,twitter,IndiHome
indihome,@bybono6,mention,0,twitter,IndiHome
cmahasurya,@indihome,mention,0,twitter,IndiHome
indihome,@chocopudingmeow,mention,0,twitter,IndiHome
indihome,@ayesisil,mention,0,twitter,IndiHome
silverrain5_,@indihome,mention,0,twitter,IndiHome
bratdump,@indihome,mention,0,twitter,IndiHome
fangfangrizal,@indihomecare,mention,0,twitter,IndiHome
indihome,@mlmkeozineh,mention,0,twitter,IndiHome
loidforg33r,@indihome,mention,0,twitter,IndiHome
konk76402675,@indihome,mention,0,twitter,IndiHome
jaejiparkeu,@indihome,mention,0,twitter,IndiHome
konolen,@indihomecare,mention,0,twitter,IndiHome
chocopudingmeow,@indihome,mention,0,twitter,IndiHome
bybono6,@indihome,mention,0,twitter,IndiHome
mlmkeozineh,@indihomecare,mention,0,twitter,IndiHome
telkomsel,@tripearce,mention,0,twitter,IndiHome
furinayo,@indihome,mention,0,twitter,IndiHome
indihome,@furinayo,mention,0,twitter,IndiHome
azdepe,@indihome,mention,0,twitter,IndiHome
indihome,@t0rrrrr,mention,0,twitter,IndiHome
indihome,@alitudoyoungg,mention,0,twitter,IndiHome
alitudoyoungg,@indihome,mention,0,twitter,IndiHome
alitudoyoungg,@indihomecare,mention,0,twitter,IndiHome
indihome,@higunamiie,mention,0,twitter,IndiHome
0xziezje,@telkomsel,mention,0,twitter,IndiHome
0xziezje,@indihome,mention,0,twitter,IndiHome
telkomsel,@0xziezje,mention,0,twitter,IndiHome
thenmustslamet,@kompascom,mention,0,twitter,IndiHome
thenmustslamet,@indihome,mention,0,twitter,IndiHome
allyoucanlaught,@wisdom_hq,mention,0,twitter,IndiHome
kodokijo_muda,@indihome,mention,0,twitter,IndiHome
telkomsel,@aligatiekw,mention,0,twitter,IndiHome
mlmkeozineh,@indihome,mention,0,twitter,IndiHome
aligatiekw,@telkomsel,mention,0,twitter,IndiHome
aligatiekw,@indihomecare,mention,0,twitter,IndiHome
aligatiekw,@indihome,mention,0,twitter,IndiHome
wwkwkwk_,@indihome,mention,0,twitter,IndiHome
andripalsu,@indihome,mention,0,twitter,IndiHome
indihome,@yayinky,mention,0,twitter,IndiHome
salendaing84060,@indihomecare,mention,0,twitter,IndiHome
shazhimiii,@indihome,mention,0,twitter,IndiHome
stallonation,@indopopbase,mention,0,twitter,IndiHome
rindqueenie,@indihome,mention,0,twitter,IndiHome
thisaintgaaraa,@indihome,mention,0,twitter,IndiHome
rachaerinjiyong,@indihome,mention,0,twitter,IndiHome
telkomsel,@rayhan_nj,mention,0,twitter,IndiHome
telkomsel,@telkomindonesia,mention,0,twitter,IndiHome
nadzifayub,@indihome,mention,0,twitter,IndiHome
punyapawandy,@indihome,mention,0,twitter,IndiHome
konal_123,@indihome,mention,0,twitter,IndiHome
rayhan_nj,@telkomsel,mention,0,twitter,IndiHome
rayhan_nj,@telkomindonesia,mention,0,twitter,IndiHome
elfeaaaarth,@indihome,mention,0,twitter,IndiHome
indihome,@inkyunklas24,mention,0,twitter,IndiHome
kakgeonseo,@indihome,mention,0,twitter,IndiHome
kakgeonseo,@indihomecare,mention,0,twitter,IndiHome
bee_itaren,@indihome,mention,0,twitter,IndiHome
indihome,@konk76402675,mention,0,twitter,IndiHome
indihome,@littlesecretjon,mention,0,twitter,IndiHome
cupapi747003,@indihome,mention,0,twitter,IndiHome
adian_siregar,@indihome,mention,0,twitter,IndiHome
erykhadianp,@indihome,mention,0,twitter,IndiHome
indihome,@amorzite,mention,0,twitter,IndiHome
rudyandre22,@indihome,mention,0,twitter,IndiHome
pitagorice,@indihome,mention,0,twitter,IndiHome
nadhanabila5,@indihome,mention,0,twitter,IndiHome
boyasoygeboy,@indihome,mention,0,twitter,IndiHome
indihome,@autumnaddict3,mention,0,twitter,IndiHome
indihome,@kimmiyji,mention,0,twitter,IndiHome
indihome,@ryncalissa,mention,0,twitter,IndiHome
indihome,@tdagger90,mention,0,twitter,IndiHome
prhst__,@indihomecare,mention,0,twitter,IndiHome
indihome,@foxiejoewi,mention,0,twitter,IndiHome
arfaqdrtllh,@indihome,mention,0,twitter,IndiHome
patarnotstar,@indihome,mention,0,twitter,IndiHome
kueker_oats,@indihomecare,mention,0,twitter,IndiHome
naevizs,@indihomecare,mention,0,twitter,IndiHome
gaminong,@indihome,mention,0,twitter,IndiHome
gaminong,@nadhanabila5,mention,0,twitter,IndiHome
sourdougxh,@indihome,mention,0,twitter,IndiHome
tanti_011194,@indihome,mention,0,twitter,IndiHome
tino_sutris,@indihome,mention,0,twitter,IndiHome
tino_sutris,@indihomecare,mention,0,twitter,IndiHome
indihome,@nadhanabila5,mention,0,twitter,IndiHome
tino_sutris,@cisiturepublik,mention,0,twitter,IndiHome
telkomsel,@naiii220,mention,0,twitter,IndiHome
naiii220,@telkomsel,mention,0,twitter,IndiHome
naiii220,@indihomecare,mention,0,twitter,IndiHome
naiii220,@indihome,mention,0,twitter,IndiHome
telkomsel,@lovumach,mention,0,twitter,IndiHome
gyuwonnist,@indihome,mention,0,twitter,IndiHome
gyuwonnist,@indihomecare,mention,0,twitter,IndiHome
lovumach,@telkomsel,mention,0,twitter,IndiHome
indihome,@andripalsu,mention,0,twitter,IndiHome
telkomsel,@redwood579,mention,0,twitter,IndiHome
foxiejoewi,@indihomecare,mention,0,twitter,IndiHome
edochristiann,@indihome,mention,0,twitter,IndiHome
redwood579,@telkomsel,mention,0,twitter,IndiHome
redwood579,@indihomecare,mention,0,twitter,IndiHome
faridrdoni,@indihome,mention,0,twitter,IndiHome
andripalsu,@indihomecare,mention,0,twitter,IndiHome
clearbyngsol_,@indihome,mention,0,twitter,IndiHome
indihome,@ziauladli91,mention,0,twitter,IndiHome
autumnaddict3,@aclealea,mention,0,twitter,IndiHome
neraalugipok,@indihome,mention,0,twitter,IndiHome
ziauladli91,@indihome,mention,0,twitter,IndiHome
indihome,@putraaatooppp,mention,0,twitter,IndiHome
ziauladli91,@indihomecare,mention,0,twitter,IndiHome
rudyandre22,@indihomecare,mention,0,twitter,IndiHome
yetidharmabakti,@indihome,mention,0,twitter,IndiHome
beriantakan,@indihome,mention,0,twitter,IndiHome
lemsilikon,@indihome,mention,0,twitter,IndiHome
yutagflv,@indihome,mention,0,twitter,IndiHome
upilhoshi,@indihome,mention,0,twitter,IndiHome
upilhoshi,@indihomecare,mention,0,twitter,IndiHome
putraaatooppp,@indihome,mention,0,twitter,IndiHome
putraaatooppp,@indihomecare,mention,0,twitter,IndiHome
spedieer,@indihomecare,mention,0,twitter,IndiHome
cisiturepublik,@tino_sutris,mention,0,twitter,IndiHome
cisiturepublik,@indihome,mention,0,twitter,IndiHome
cisiturepublik,@indihomecare,mention,0,twitter,IndiHome
punyapawandy,@indihomecare,mention,0,twitter,IndiHome
deffrnc,@indihome,mention,0,twitter,IndiHome
indihome,@sourdougxh,mention,0,twitter,IndiHome
17titan,@indihome,mention,0,twitter,IndiHome
indriysf,@hidupbodoamat,mention,0,twitter,IndiHome
indriysf,@indihome,mention,0,twitter,IndiHome
pln_123,@faridrdoni,mention,0,twitter,IndiHome
pln_123,@semarangkab,mention,0,twitter,IndiHome
pln_123,@_pln_id,mention,0,twitter,IndiHome
pln_123,@pertamina,mention,0,twitter,IndiHome
pln_123,@pertamina135,mention,0,twitter,IndiHome
pln_123,@telkomindonesia,mention,0,twitter,IndiHome
pln_123,@indihome,mention,0,twitter,IndiHome
pln_123,@iconnet_id,mention,0,twitter,IndiHome
pln_123,@laporgub_,mention,0,twitter,IndiHome
pln_123,@ombudsmanri137,mention,0,twitter,IndiHome
maukemananihkak,@indihome,mention,0,twitter,IndiHome
maukemananihkak,@indihomecare,mention,0,twitter,IndiHome
prioatmoko,@telkomsel,mention,0,twitter,IndiHome
prioatmoko,@indihomecare,mention,0,twitter,IndiHome
ririin02,@indihome,mention,0,twitter,IndiHome
tdagger90,@raywirawan_,mention,0,twitter,IndiHome
tdagger90,@gnfi,mention,0,twitter,IndiHome
05woodz,@indihome,mention,0,twitter,IndiHome
indihome,@baktisetiawan_,mention,0,twitter,IndiHome
indihome,@jarijemariratu,mention,0,twitter,IndiHome
faridrdoni,@pln_123,mention,0,twitter,IndiHome
faridrdoni,@semarangkab,mention,0,twitter,IndiHome
faridrdoni,@_pln_id,mention,0,twitter,IndiHome
faridrdoni,@pertamina,mention,0,twitter,IndiHome
faridrdoni,@pertamina135,mention,0,twitter,IndiHome
faridrdoni,@telkomindonesia,mention,0,twitter,IndiHome
faridrdoni,@iconnet_id,mention,0,twitter,IndiHome
faridrdoni,@laporgub_,mention,0,twitter,IndiHome
faridrdoni,@ombudsmanri137,mention,0,twitter,IndiHome
bananacroffle_,@indihome,mention,0,twitter,IndiHome
indihome,@raadibaa_,mention,0,twitter,IndiHome
indihome,@myungj4ee,mention,0,twitter,IndiHome
baktisetiawan_,@indihome,mention,0,twitter,IndiHome
baktisetiawan_,@indihomecare,mention,0,twitter,IndiHome
afifmj_,@telkomsel,mention,0,twitter,IndiHome
secretlylinghe,@indihome,mention,0,twitter,IndiHome
secretlylinghe,@indihomecare,mention,0,twitter,IndiHome
bkbbles,@indihome,mention,0,twitter,IndiHome
indihome,@lheeseungie__,mention,0,twitter,IndiHome
bisaindulu,@indihome,mention,0,twitter,IndiHome
indihome,@kaycnatz,mention,0,twitter,IndiHome
apricotjellycan,@indihome,mention,0,twitter,IndiHome
apricotjellycan,@mhdraa_,mention,0,twitter,IndiHome
dindryrd,@indihome,mention,0,twitter,IndiHome
dindryrd,@indihomecare,mention,0,twitter,IndiHome
indihome,@slaybearries,mention,0,twitter,IndiHome
_moonsoaked,@gintoxicat,mention,0,twitter,IndiHome
kaycnatz,@indihome,mention,0,twitter,IndiHome
kaycnatz,@indihomecare,mention,0,twitter,IndiHome
sintiaaxzy_,@telkomsel,mention,0,twitter,IndiHome
sintiaaxzy_,@naiii220,mention,0,twitter,IndiHome
sintiaaxzy_,@indihomecare,mention,0,twitter,IndiHome
dewaqshr,@indihome,mention,0,twitter,IndiHome
sheylaviosa,@indihome,mention,0,twitter,IndiHome
myungj4ee,@indihome,mention,0,twitter,IndiHome
myungj4ee,@indihomecare,mention,0,twitter,IndiHome
indihome,@bencanaalam18,mention,0,twitter,IndiHome
indihome,@assoonaspssble,mention,0,twitter,IndiHome
indihome,@thenactivity,mention,0,twitter,IndiHome
b160923,@indihomecare,mention,0,twitter,IndiHome
totongulun,@lilacreamm,mention,0,twitter,IndiHome
totongulun,@indihomecare,mention,0,twitter,IndiHome
darma89092,@indihome,mention,0,twitter,IndiHome
itsme_mocu,@indihome,mention,0,twitter,IndiHome
izl1030,@indihome,mention,0,twitter,IndiHome
izl1030,@lilacreamm,mention,0,twitter,IndiHome
totongulun,@indihome,mention,0,twitter,IndiHome
indihome,@lilacreamm,mention,0,twitter,IndiHome
indihome,@moumouww,mention,0,twitter,IndiHome
indihome,@tarsioidea,mention,0,twitter,IndiHome
indihome,@17titan,mention,0,twitter,IndiHome
indihome,@gyuwonnist,mention,0,twitter,IndiHome
bencanaalam18,@indihome,mention,0,twitter,IndiHome
bencanaalam18,@indihomecare,mention,0,twitter,IndiHome
ourstimego,@indihome,mention,0,twitter,IndiHome
yamainu8vr,@guccha4649,mention,0,twitter,IndiHome
assoonaspssble,@indihome,mention,0,twitter,IndiHome
thenactivity,@indihomecare,mention,0,twitter,IndiHome
thenactivity,@indihome,mention,0,twitter,IndiHome
telkomsel,@syeahndessyeah,mention,0,twitter,IndiHome
yudhagodel,@indihome,mention,0,twitter,IndiHome
agakinda,@indihomecare,mention,0,twitter,IndiHome
911jcallingg,@v1olenceispower,mention,0,twitter,IndiHome
911jcallingg,@indihome,mention,0,twitter,IndiHome
moumouww,@indihome,mention,0,twitter,IndiHome
moumouww,@indihomecare,mention,0,twitter,IndiHome
slaybearries,@indihome,mention,0,twitter,IndiHome
indonesiabw,@indihome,mention,0,twitter,IndiHome
indihome,@ourstimego,mention,0,twitter,IndiHome
telkomsel,@c_rispychicken,mention,0,twitter,IndiHome
